Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
Tour de France 2011,X360,,Racing,0.0,0.04,0.0,0.01,46.0,7.6,
DiRT 2,PC,2009.0,Racing,0.0,0.04,0.0,0.01,89.0,8.2,T
Need for Speed Carbon,PC,2006.0,Racing,0.0,0.04,0.0,0.01,78.0,7.2,E10+
Need for Speed Underground,PC,2003.0,Racing,0.0,0.04,0.0,0.01,82.0,8.3,E
Ride 2,PS4,2016.0,Racing,0.0,0.04,0.0,0.01,71.0,8,E
Forza Motorsport 3: Ultimate Edition,X360,2010.0,Racing,0.0,0.04,0.0,0.01,,,
Sébastien Loeb Rally Evo,PS4,2016.0,Racing,0.0,0.04,0.0,0.01,71.0,8.1,E
Split/Second,PC,2010.0,Racing,0.0,0.04,0.0,0.01,79.0,8.2,E10+
Need for Speed: ProStreet,PC,2007.0,Racing,0.0,0.04,0.0,0.01,70.0,5.9,E10+
NASCAR 98,PS,1996.0,Racing,1.43,0.05,0.0,0.04,,,
Need for Speed Carbon,PS2,2006.0,Racing,1.22,0.05,0.05,0.01,74.0,8.4,E10+
Midnight Club 3: DUB Edition (America weekly sales),PS2,2005.0,Racing,1.22,0.05,0.0,0.01,,,
Burnout Legends,PSP,2005.0,Racing,0.7,0.05,0.0,0.08,86.0,8.4,E10+
Chocobo Racing,PS,1999.0,Racing,0.07,0.05,0.3,0.03,,,
Test Drive,XB,2002.0,Racing,0.35,0.05,0.0,0.02,71.0,8.7,T
MotoGP,PS2,2000.0,Racing,0.06,0.05,0.14,0.02,77.0,6,E
Crash Nitro Kart,GC,2003.0,Racing,0.2,0.05,0.0,0.01,66.0,7.4,E
MRC: Multi-Racing Championship,N64,1997.0,Racing,0.2,0.05,0.0,0.0,,,
SRS: Street Racing Syndicate,XB,2004.0,Racing,0.18,0.05,0.0,0.01,,,
Corvette,XB,2003.0,Racing,0.18,0.05,0.0,0.01,53.0,8.6,E
Burnout 2: Point of Impact,XB,2003.0,Racing,0.18,0.05,0.0,0.01,88.0,5.1,E
The Simpsons: Road Rage,GC,2001.0,Racing,0.19,0.05,0.0,0.01,67.0,7.7,T
Crash Tag Team Racing,PSP,2005.0,Racing,0.16,0.05,0.0,0.03,68.0,7.1,E10+
Road Rash 64,N64,1999.0,Racing,0.19,0.05,0.0,0.0,,,
4x4 EVO 2,XB,2001.0,Racing,0.18,0.05,0.0,0.01,59.0,6.2,E
NASCAR Thunder 2004,XB,2003.0,Racing,0.18,0.05,0.0,0.01,85.0,9.1,E
Starsky & Hutch,XB,2003.0,Racing,0.17,0.05,0.0,0.01,,,
NASCAR 08,PS3,2007.0,Racing,0.15,0.05,0.0,0.03,57.0,5,E
F1 Championship Season 2000,PS2,2000.0,Racing,0.06,0.05,0.03,0.02,71.0,tbd,E
Thunder Truck Rally,PS,1997.0,Racing,0.08,0.05,0.0,0.01,,,
Championship Motocross 2001 featuring Ricky Carmichael,PS,2001.0,Racing,0.08,0.05,0.0,0.01,70.0,tbd,T
Destruction Derby Raw,PS,2000.0,Racing,0.08,0.05,0.0,0.01,69.0,7.3,E
Bravo Air Race,PS,1997.0,Racing,0.08,0.05,0.0,0.01,,,
Micro Machines,PS2,2002.0,Racing,0.07,0.05,0.0,0.02,54.0,tbd,E
Castrol Honda Superbike Racing,PS,1998.0,Racing,0.07,0.05,0.0,0.01,,,
Destruction Derby Arenas,PS2,2004.0,Racing,0.06,0.05,0.0,0.02,57.0,7.8,T
Rally Fusion: Race of Champions,PS2,2002.0,Racing,0.06,0.05,0.0,0.02,73.0,tbd,E
Whiplash,PS2,2003.0,Racing,0.06,0.05,0.0,0.02,66.0,8.7,T
LEGO Racers 2,PS2,2001.0,Racing,0.06,0.05,0.0,0.02,58.0,tbd,E
Monster Jam: Urban Assault,PS2,2008.0,Racing,0.06,0.05,0.0,0.02,,tbd,E
DT Racer,PS2,2005.0,Racing,0.06,0.05,0.0,0.02,,3.8,E
Drome Racers,PS2,2002.0,Racing,0.06,0.05,0.0,0.02,57.0,tbd,E
MotoGP 3 - Official Game of MotoGP,PS2,2003.0,Racing,0.06,0.05,0.0,0.02,,,
Ferrari Challenge Trofeo Pirelli,PS2,2008.0,Racing,0.06,0.05,0.0,0.02,,7,E
Burning Road,PS,1996.0,Racing,0.07,0.05,0.0,0.01,,,
IndyCar Series,PS2,2003.0,Racing,0.06,0.05,0.0,0.02,69.0,tbd,E
MotoGP 14,PS3,2014.0,Racing,0.05,0.05,0.0,0.02,,tbd,E
Ridge Racer Unbounded,X360,2012.0,Racing,0.05,0.05,0.0,0.01,71.0,7.7,T
Ride,XOne,2015.0,Racing,0.04,0.05,0.0,0.01,54.0,5.3,E
MXGP 2,PS4,2016.0,Racing,0.02,0.05,0.0,0.01,,,
DriveClub VR,PS4,2016.0,Racing,0.03,0.05,0.0,0.01,67.0,7.4,E
GRID Autosport,X360,2014.0,Racing,0.03,0.05,0.0,0.01,75.0,6,E
Valentino Rossi: The Game,PS4,2016.0,Racing,0.01,0.05,0.0,0.01,75.0,8,E
Speed Zone,Wii,2009.0,Racing,0.01,0.05,0.0,0.01,37.0,3.8,E
Burnout Paradise: The Ultimate Box,PS3,2009.0,Racing,0.0,0.05,0.01,0.01,,,
WipEout HD Fury,PS3,2009.0,Racing,0.0,0.05,0.0,0.01,89.0,8.4,E10+
Assetto Corsa,PS4,2016.0,Racing,0.0,0.05,0.0,0.01,73.0,6.2,E
SBK 2011: FIM Superbike World Championship,X360,2011.0,Racing,0.0,0.05,0.0,0.01,,,
MotoGP 10/11,X360,2011.0,Racing,0.0,0.05,0.0,0.01,72.0,,E
Need for Speed: Shift,PC,2009.0,Racing,0.0,0.05,0.0,0.01,83.0,5.8,E
F1 2010,PC,2010.0,Racing,0.0,0.05,0.0,0.01,84.0,6.6,E
F1 2015,PC,2015.0,Racing,0.0,0.05,0.0,0.0,61.0,3.6,E
Midnight Club II,XB,2003.0,Racing,0.42,0.06,0.0,0.02,86.0,7.6,T
MX vs. ATV Untamed,PS3,2007.0,Racing,0.35,0.06,0.0,0.05,67.0,6.1,E
Rush 2: Extreme Racing USA,N64,1998.0,Racing,0.35,0.06,0.0,0.0,,,
Off Road Challenge,N64,1998.0,Racing,0.27,0.06,0.0,0.0,,,
Hot Wheels Turbo Racing,N64,1999.0,Racing,0.25,0.06,0.0,0.0,,,
Vigilante 8,N64,1998.0,Racing,0.25,0.06,0.0,0.0,,,
NASCAR Thunder 2003,GC,2002.0,Racing,0.24,0.06,0.0,0.01,85.0,6.6,E
Burnout,GC,2002.0,Racing,0.23,0.06,0.0,0.01,78.0,7.9,E
Monster Truck Madness 64,N64,1999.0,Racing,0.24,0.06,0.0,0.0,,,
Jeremy McGrath Supercross 2000,N64,1999.0,Racing,0.23,0.06,0.0,0.0,,,
Supercross 2000,N64,1999.0,Racing,0.23,0.06,0.0,0.0,,,
Viz,N64,1998.0,Racing,0.23,0.06,0.0,0.0,,,
Top Gear Overdrive,N64,1998.0,Racing,0.23,0.06,0.0,0.0,,,
ATV Quad Power Racing 2,GC,2003.0,Racing,0.22,0.06,0.0,0.01,70.0,9,E
NASCAR 06: Total Team Control,XB,2005.0,Racing,0.2,0.06,0.0,0.01,79.0,5.9,E
NASCAR Thunder 2003,XB,2002.0,Racing,0.2,0.06,0.0,0.01,84.0,tbd,E
Baja: Edge of Control,X360,2008.0,Racing,0.12,0.06,0.0,0.02,65.0,7.1,E
NickToons: Racing,PS,2001.0,Racing,0.09,0.06,0.0,0.01,,,
Off-World Interceptor Extreme,PS,1995.0,Racing,0.09,0.06,0.0,0.01,,,
RC Revenge Pro,PS2,2000.0,Racing,0.08,0.06,0.0,0.02,49.0,7.6,E
Vehicular Combat League presents Motor Mayhem,PS2,2001.0,Racing,0.08,0.06,0.0,0.02,,,
Star Wars: Super Bombad Racing,PS2,2001.0,Racing,0.08,0.06,0.0,0.02,71.0,4.9,E
N2O: Nitrous Oxide,PS,1998.0,Racing,0.09,0.06,0.0,0.01,,,
FlatOut 2,PS2,2006.0,Racing,0.08,0.06,0.0,0.02,73.0,7.5,T
Street Racer,PS,1996.0,Racing,0.09,0.06,0.0,0.01,,,
Polaris SnoCross,PS,2000.0,Racing,0.09,0.06,0.0,0.01,57.0,tbd,E
Muppet RaceMania,PS,1999.0,Racing,0.09,0.06,0.0,0.01,,,
Courier Crisis,PS,1997.0,Racing,0.09,0.06,0.0,0.01,,,
Driven,PS2,2001.0,Racing,0.08,0.06,0.0,0.02,38.0,3.4,T
Paris-Dakar Rally,PS2,2001.0,Racing,0.08,0.06,0.0,0.02,36.0,3.9,E
Streak: Hoverboard Racing,PS,1998.0,Racing,0.09,0.06,0.0,0.01,,,
Enthusia Professional Racing,PS2,2005.0,Racing,0.07,0.06,0.0,0.02,70.0,7.6,E
F1 2001,PS2,2001.0,Racing,0.07,0.06,0.0,0.02,83.0,8.3,E
187: Ride or Die,PS2,2005.0,Racing,0.07,0.06,0.0,0.02,52.0,6.8,M
Toy Story Racer,PS,2001.0,Racing,0.08,0.06,0.0,0.01,76.0,8.7,E
Turbo Prop Racing,PS,1997.0,Racing,0.08,0.06,0.0,0.01,,,
MotoGP 2: Ultimate Racing Technology,PS2,2001.0,Racing,0.07,0.06,0.0,0.02,,,
Need for Speed: Most Wanted,PC,2012.0,Racing,0.0,0.06,0.0,0.02,82.0,8.5,T
Need for Speed Underground 2,PC,2004.0,Racing,0.0,0.06,0.0,0.01,82.0,8.5,T
WRC 2: FIA World Rally Championship,X360,2011.0,Racing,0.0,0.06,0.0,0.01,,,
GRID 2,PC,2013.0,Racing,0.0,0.06,0.0,0.01,80.0,5.7,E
Pole Position,2600,1982.0,Racing,1.1,0.07,0.0,0.01,,,
ATV Quad Power Racing 2,XB,2003.0,Racing,0.36,0.07,0.0,0.01,68.0,tbd,E
Cars: Race-O-Rama,PSP,2009.0,Racing,0.29,0.07,0.0,0.06,,tbd,E
RR64: Ridge Racer 64,N64,1999.0,Racing,0.32,0.07,0.0,0.0,,,
Top Gear Rally,N64,1997.0,Racing,0.32,0.07,0.0,0.0,,,
MX vs. ATV Unleashed,XB,2005.0,Racing,0.32,0.07,0.0,0.01,80.0,8.3,E
Extreme-G: XG2,N64,1998.0,Racing,0.31,0.07,0.0,0.0,,,
Need for Speed Carbon,GC,2006.0,Racing,0.27,0.07,0.0,0.01,75.0,7.8,E10+
Spy Hunter,XB,2002.0,Racing,0.25,0.07,0.0,0.01,71.0,tbd,T
NASCAR Thunder 2002,XB,2001.0,Racing,0.25,0.07,0.0,0.01,82.0,tbd,E
Crash Nitro Kart,XB,2003.0,Racing,0.24,0.07,0.0,0.01,70.0,8.9,E
Midtown Madness 3,XB,2003.0,Racing,0.23,0.07,0.0,0.01,76.0,8.3,E
Dreamworks Madagascar Kartz,PS3,2009.0,Racing,0.19,0.07,0.0,0.04,,tbd,E
Corvette,GBA,2003.0,Racing,0.2,0.07,0.0,0.01,,tbd,E
Motocross Maniacs Advance,GBA,2002.0,Racing,0.2,0.07,0.0,0.0,69.0,tbd,E
NickToons: Racing,GBA,2002.0,Racing,0.19,0.07,0.0,0.0,78.0,tbd,E
Need for Speed: Most Wanted,GBA,2005.0,Racing,0.19,0.07,0.0,0.0,,8.3,E
ATV: Quad Power Racing,GBA,2002.0,Racing,0.18,0.07,0.0,0.0,49.0,tbd,E
Le Mans 24 Hours,PS2,2001.0,Racing,0.09,0.07,0.02,0.02,75.0,7.6,E
Big Mutha Truckers 2,PS2,2005.0,Racing,0.1,0.07,0.0,0.03,51.0,2.1,M
Re-Volt,PS,1998.0,Racing,0.11,0.07,0.0,0.01,,,
IHRA Professional Drag Racing 2005,PS2,2004.0,Racing,0.09,0.07,0.0,0.02,,tbd,E
SBK X: Superbike World Championship,X360,2010.0,Racing,0.1,0.07,0.0,0.02,74.0,8.3,E10+
Tokyo Xtreme Racer DRIFT,PS2,2003.0,Racing,0.09,0.07,0.0,0.02,59.0,8.6,E
American Chopper 2: Full Throttle,PS2,2005.0,Racing,0.09,0.07,0.0,0.02,,8.1,T
Sonic Riders: Zero Gravity,PS2,2008.0,Racing,0.09,0.07,0.0,0.02,56.0,8.3,E
Ridge Racer,PSV,2011.0,Racing,0.03,0.07,0.05,0.02,44.0,3.7,E10+
MX World Tour Featuring Jamie Little,PS2,2005.0,Racing,0.08,0.07,0.0,0.02,52.0,tbd,E
Ben 10 Galactic Racing,3DS,2011.0,Racing,0.07,0.07,0.0,0.01,,tbd,E
F1 2011,PSV,2011.0,Racing,0.03,0.07,0.01,0.02,66.0,6.2,E
Need For Speed: Undercover,PC,2008.0,Racing,0.0,0.07,0.0,0.01,65.0,4.9,T
Need For Speed: Undercover,PS2,2008.0,Racing,0.38,0.08,0.03,0.93,,6.5,T
MX vs. ATV Untamed,X360,2007.0,Racing,0.55,0.08,0.0,0.06,70.0,7.1,E
Mickey's Speedway USA,N64,2000.0,Racing,0.37,0.08,0.14,0.01,,,
Cars: Race-O-Rama,DS,2009.0,Racing,0.35,0.08,0.0,0.04,,tbd,E
MX Unleashed,XB,2004.0,Racing,0.34,0.08,0.0,0.02,81.0,9.3,E
Dreamworks Madagascar Kartz,DS,2009.0,Racing,0.25,0.08,0.0,0.03,,tbd,E
Shrek Swamp Kart Speedway,GBA,2002.0,Racing,0.22,0.08,0.0,0.01,27.0,8.9,E
Crazy Taxi: Catch a Ride,GBA,2003.0,Racing,0.21,0.08,0.0,0.01,48.0,5.9,E
Need for Speed Underground,GBA,2003.0,Racing,0.21,0.08,0.0,0.01,77.0,8.2,E
Hot Wheels: Track Attack,DS,2010.0,Racing,0.17,0.08,0.0,0.02,,tbd,E
RalliSport Challenge 2,XB,2004.0,Racing,0.18,0.08,0.0,0.01,87.0,9.1,E
Wreckless: ThE YaKuza MisSiOns,PS2,2002.0,Racing,0.11,0.08,0.0,0.03,60.0,tbd,T
Sports Car GT,PS,1999.0,Racing,0.12,0.08,0.0,0.01,,,
The Dukes of Hazzard: Return of the General Lee,PS2,2004.0,Racing,0.11,0.08,0.0,0.03,52.0,6.8,E
Crash 'N' Burn,PS2,2004.0,Racing,0.11,0.08,0.0,0.03,63.0,8,T
Speed Racer: The Videogame,PS2,2008.0,Racing,0.1,0.08,0.0,0.03,,,
Wild Wild Racing,PS2,2000.0,Racing,0.1,0.08,0.0,0.03,64.0,tbd,E
Baja: Edge of Control,PS3,2008.0,Racing,0.1,0.08,0.0,0.03,61.0,5,E
Rumble Racing,PS2,2001.0,Racing,0.1,0.08,0.0,0.03,85.0,8.2,E
Rollcage,PS,1999.0,Racing,0.12,0.08,0.0,0.01,,,
Saturday Night Speedway,PS2,2004.0,Racing,0.1,0.08,0.0,0.03,,8.7,E
Speed Punks,PS,1998.0,Racing,0.11,0.08,0.0,0.01,,,
Ford Racing Off Road,PS2,2008.0,Racing,0.1,0.08,0.0,0.03,37.0,tbd,E
Looney Tunes: Space Race,PS2,2002.0,Racing,0.1,0.08,0.0,0.03,62.0,tbd,E
F1 2011,3DS,2011.0,Racing,0.07,0.08,0.0,0.02,59.0,6.8,E
Ford Racing Off Road,PSP,2008.0,Racing,0.05,0.08,0.0,0.02,47.0,tbd,E
DiRT Rally,XOne,2016.0,Racing,0.04,0.08,0.0,0.01,86.0,8,E
F1 2016 (Codemasters),XOne,2016.0,Racing,0.03,0.08,0.0,0.01,,,
Burnout Paradise: The Ultimate Box,PC,2009.0,Racing,0.0,0.08,0.0,0.01,87.0,7.5,E10+
Need for Speed: Hot Pursuit 2,GC,2002.0,Racing,0.68,0.09,0.0,0.02,68.0,8.3,E
Crazy Taxi,GC,2001.0,Racing,0.36,0.09,0.02,0.01,69.0,7.5,T
Herbie: Fully Loaded,GBA,2005.0,Racing,0.24,0.09,0.0,0.01,47.0,6.8,E
GT Advance Championship Racing,GBA,2001.0,Racing,0.24,0.09,0.0,0.01,82.0,tbd,E
Modnation Racers: Road Trip,PSV,2012.0,Racing,0.15,0.09,0.0,0.04,62.0,6.4,E
F1 2000,PS,2000.0,Racing,0.14,0.09,0.0,0.02,,,
WRC: World Rally Championship,PS2,2001.0,Racing,0.12,0.09,0.0,0.03,,,
Cars: Mater-National Championship,PS2,2007.0,Racing,0.12,0.09,0.0,0.03,67.0,tbd,E
Dreamworks Madagascar Kartz,X360,2009.0,Racing,0.14,0.09,0.0,0.02,,6,E
NHRA Championship Drag Racing,PS2,2005.0,Racing,0.12,0.09,0.0,0.03,,9.1,E
Monster Jam,PS2,2007.0,Racing,0.12,0.09,0.0,0.03,,5.9,E
XS Airboat Racing,PS,2002.0,Racing,0.13,0.09,0.0,0.02,,,
NASCAR 08,PS2,2007.0,Racing,0.12,0.09,0.0,0.03,56.0,8.2,E
Jet X20,PS2,,Racing,0.11,0.09,0.0,0.03,,,
Test Drive: Eve of Destruction,PS2,2004.0,Racing,0.11,0.09,0.0,0.03,73.0,9.1,T
Jeremy McGrath Supercross World,PS2,2001.0,Racing,0.11,0.09,0.0,0.03,35.0,3.4,T
The Italian Job,PS2,2003.0,Racing,0.11,0.09,0.0,0.03,55.0,6.3,T
Ford vs. Chevy,PS2,2005.0,Racing,0.11,0.09,0.0,0.03,,8,E
GRID Autosport,PS3,2014.0,Racing,0.05,0.09,0.01,0.03,75.0,6.8,E
Race Pro,X360,2009.0,Racing,0.06,0.09,0.0,0.02,72.0,7,E
MotoGP 09/10,X360,2010.0,Racing,0.07,0.09,0.0,0.02,69.0,5.7,E
Ridge Racer Unbounded,PS3,2012.0,Racing,0.05,0.09,0.0,0.03,72.0,6,T
Driver: San Francisco,Wii,2011.0,Racing,0.06,0.09,0.0,0.02,64.0,6.2,T
SBK 2011: FIM Superbike World Championship,PS3,2011.0,Racing,0.01,0.09,0.0,0.03,,,
F1 2014,PC,2014.0,Racing,0.0,0.09,0.0,0.01,61.0,4.8,E
Jeremy McGrath Supercross 98,PS,1998.0,Racing,0.91,0.1,0.0,0.03,,,
Midnight Club 3: DUB Edition,XB,2005.0,Racing,0.61,0.1,0.0,0.03,84.0,7.4,E10+
Wave Race: Blue Storm,GC,2001.0,Racing,0.4,0.1,0.09,0.02,80.0,8.3,E
Need for Speed Carbon,XB,2006.0,Racing,0.35,0.1,0.0,0.02,74.0,7.4,E10+
NASCAR 2005: Chase for the Cup,XB,2004.0,Racing,0.34,0.1,0.0,0.02,86.0,tbd,E
FlatOut: Head On,PSP,2008.0,Racing,0.13,0.1,0.0,0.06,74.0,8.2,T
Driver: Parallel Lines,PS2,2006.0,Racing,0.12,0.1,0.03,0.03,69.0,6.9,M
Pro Race Driver,PS2,2002.0,Racing,0.13,0.1,0.0,0.03,81.0,8.5,T
Wave Rally,PS2,2001.0,Racing,0.13,0.1,0.0,0.03,62.0,tbd,E
Stuntman: Ignition,PS2,2007.0,Racing,0.13,0.1,0.0,0.03,71.0,6.4,T
XGIII: Extreme G Racing,PS2,2001.0,Racing,0.13,0.1,0.0,0.03,,,
Superbike 2000,PS,1999.0,Racing,0.15,0.1,0.0,0.02,,,
Ford Racing 3,PS2,2004.0,Racing,0.13,0.1,0.0,0.03,50.0,6.6,E
Riding Spirits,PS2,2002.0,Racing,0.13,0.1,0.0,0.03,59.0,9,E
McGrath Vs. Pastrana Freestyle Motocross,PS,2000.0,Racing,0.14,0.1,0.0,0.02,,,
MTX Mototrax,PS2,2004.0,Racing,0.13,0.1,0.0,0.03,77.0,8.1,E
Formula One 2001,PS2,2001.0,Racing,0.13,0.1,0.0,0.03,73.0,6,E
WipEout XL,PS,1996.0,Racing,0.14,0.1,0.0,0.02,93.0,8.7,
WipEout Fusion,PS2,2002.0,Racing,0.12,0.1,0.0,0.03,83.0,8.5,E
Trials Fusion,XOne,2014.0,Racing,0.12,0.1,0.0,0.02,80.0,7.1,E10+
Driver: San Francisco,PC,2011.0,Racing,0.05,0.1,0.0,0.03,80.0,7,T
MotoGP 10/11,PS3,2011.0,Racing,0.04,0.1,0.0,0.03,68.0,6.1,E
WRC: FIA World Rally Championship,X360,,Racing,0.0,0.1,0.0,0.02,66.0,6,E10+
Kirby Air Ride,GC,2003.0,Racing,01.01,0.11,0.45,0.04,61.0,7.9,E
Rage Racer,PS,1996.0,Racing,0.16,0.11,0.83,0.08,,,
Need for Speed: Hot Pursuit 2,XB,2002.0,Racing,0.68,0.11,0.0,0.03,75.0,6.4,E
San Francisco Rush: Extreme Racing,N64,1997.0,Racing,0.63,0.11,0.0,0.01,,,
F-Zero GX,GC,2003.0,Racing,0.41,0.11,0.12,0.02,89.0,8.5,T
Extreme-G,N64,1997.0,Racing,0.47,0.11,0.0,0.01,,,
Wreckless: ThE YaKuza MisSiOns,XB,2002.0,Racing,0.42,0.11,0.02,0.02,74.0,5.2,T
Need for Speed: Most Wanted,GC,2005.0,Racing,0.43,0.11,0.0,0.02,80.0,9.1,T
Cart World Series,PS,1997.0,Racing,0.17,0.11,0.0,0.02,,,
The Dukes of Hazzard II: Daisy Dukes It Out,PS,,Racing,0.17,0.11,0.0,0.02,53.0,tbd,E
Ford Mustang: The Legend Lives,PS2,2005.0,Racing,0.14,0.11,0.0,0.04,58.0,7.3,E
Looney Tunes Racing,PS,2000.0,Racing,0.16,0.11,0.0,0.02,71.0,tbd,E
Monster 4x4: Masters of Metal,PS2,2003.0,Racing,0.14,0.11,0.0,0.04,48.0,8.3,E
VMX Racing,PS,1997.0,Racing,0.16,0.11,0.0,0.02,,,
R: Racing Evolution,PS2,2003.0,Racing,0.14,0.11,0.0,0.04,66.0,6.2,T
MX SuperFly featuring Ricky Carmichael,PS2,2002.0,Racing,0.14,0.11,0.0,0.04,,,
SBK Superbike World Championship,PS3,2008.0,Racing,0.12,0.11,0.0,0.02,59.0,6.1,E10+
Fuel,PS3,2009.0,Racing,0.08,0.11,0.0,0.04,67.0,7.4,E
TrackMania: Build to Race,Wii,2010.0,Racing,0.09,0.11,0.0,0.02,74.0,6.8,E
Test Drive Unlimited 2,PC,,Racing,0.05,0.11,0.0,0.03,72.0,5.7,T
Need for Speed: Shift 2 Unleashed,PC,2011.0,Racing,0.05,0.11,0.0,0.03,,,
MotoGP,Wii,2009.0,Racing,0.05,0.11,0.0,0.02,44.0,5.4,E
MotoGP 14,PS4,2014.0,Racing,0.04,0.11,0.0,0.03,73.0,6.4,E
F1 2012,PC,2012.0,Racing,0.01,0.11,0.0,0.02,80.0,6.9,E
Need for Speed: Most Wanted 5-1-0,PSP,2005.0,Racing,1.77,0.12,0.02,0.17,72.0,7.8,E10+
Ridge Racer Revolution,PS,1995.0,Racing,0.17,0.12,0.71,0.07,,,
Formula 1,PS,1996.0,Racing,0.18,0.12,0.42,0.05,,,
Crash Nitro Kart,GBA,2003.0,Racing,0.33,0.12,0.0,0.01,77.0,8.3,E
Hot Wheels: Stunt Track Challenge,GBA,2004.0,Racing,0.32,0.12,0.0,0.01,,tbd,E
Need for Speed Underground 2,GBA,2004.0,Racing,0.31,0.12,0.0,0.01,72.0,8.2,E
Kinetica,PS2,2001.0,Racing,0.16,0.12,0.0,0.04,77.0,8.3,T
Rally Cross,PS,1997.0,Racing,0.18,0.12,0.0,0.02,,,
4x4 Evolution,PS2,2001.0,Racing,0.16,0.12,0.0,0.04,64.0,tbd,E
WipEout Pulse,PSP,2007.0,Racing,0.13,0.12,0.0,0.06,82.0,8.6,E10+
Demolition Racer,PS,1998.0,Racing,0.17,0.12,0.0,0.02,,,
Star Wars Racer Revenge,PS2,2002.0,Racing,0.15,0.12,0.0,0.04,73.0,8.5,E
Need for Speed: Most Wanted,WiiU,2013.0,Racing,0.13,0.12,0.0,0.02,,,
SBK X: Superbike World Championship,PS3,2010.0,Racing,0.05,0.12,0.0,0.04,73.0,7.5,E10+
DiRT Showdown,PS3,2012.0,Racing,0.02,0.12,0.0,0.03,75.0,6.3,E10+
MotoGP 15,PS4,2015.0,Racing,0.0,0.12,0.03,0.02,66.0,,
WRC 2: FIA World Rally Championship,PS3,2011.0,Racing,0.0,0.12,0.0,0.04,,,
Project CARS,PC,2015.0,Racing,0.0,0.12,0.0,0.01,83.0,7.1,E
Need for Speed: Most Wanted,X360,2005.0,Racing,1.0,0.13,0.02,0.1,83.0,8.5,T
MX vs. ATV: Alive,X360,2011.0,Racing,0.37,0.13,0.0,0.04,63.0,7.2,E
Need for Speed: Porsche Unleashed,GBA,2004.0,Racing,0.35,0.13,0.0,0.01,62.0,7.8,E
Midnight Club: Street Racing,GBA,2001.0,Racing,0.34,0.13,0.0,0.01,50.0,5.3,E
Need for Speed: Nitro,DS,2009.0,Racing,0.21,0.13,0.0,0.04,70.0,6.3,E10+
South Park Rally,PS,1998.0,Racing,0.2,0.13,0.0,0.02,,,
WWE Crush Hour,PS2,2003.0,Racing,0.17,0.13,0.0,0.04,56.0,5.3,T
Rally Cross 2,PS,1998.0,Racing,0.19,0.13,0.0,0.02,,,
WipEout 3,PS,1999.0,Racing,0.19,0.13,0.0,0.02,89.0,8.5,E
MXRider,PS2,2001.0,Racing,0.16,0.13,0.0,0.04,69.0,6.8,E
Project CARS,XOne,2015.0,Racing,0.11,0.13,0.0,0.02,81.0,5.8,E
F1 Pole Position 64,N64,1997.0,Racing,0.11,0.13,0.0,0.01,,,
DiRT Showdown,X360,2012.0,Racing,0.08,0.13,0.0,0.02,75.0,6.4,E10+
F1 2014,X360,2014.0,Racing,0.08,0.13,0.0,0.02,64.0,4.1,E
Ride,PS4,2015.0,Racing,0.04,0.13,0.03,0.03,66.0,7,E
MotoGP 09/10,PS3,2010.0,Racing,0.05,0.13,0.0,0.04,70.0,5.4,E
Roadsters 99,N64,1999.0,Racing,0.06,0.13,0.0,0.01,,,
DiRT 3,PC,2011.0,Racing,0.0,0.13,0.0,0.03,86.0,6.9,T
Pokemon Dash,DS,2004.0,Racing,0.21,0.14,0.38,0.04,46.0,5.9,E
MX vs. ATV Reflex,X360,2009.0,Racing,0.52,0.14,0.0,0.06,75.0,6.6,E
WipEout 64,N64,1998.0,Racing,0.28,0.14,0.0,0.01,,,
Rogue Trip: Vacation 2012,PS,1998.0,Racing,0.21,0.14,0.0,0.02,,,
Moto Racer World Tour,PS,2000.0,Racing,0.21,0.14,0.0,0.02,,,
World's Scariest Police Chases,PS,2001.0,Racing,0.2,0.14,0.0,0.02,54.0,6.3,T
LEGO Racers,PS,1999.0,Racing,0.2,0.14,0.0,0.02,,,
Arctic Thunder,PS2,2001.0,Racing,0.17,0.14,0.0,0.05,45.0,5.3,T
Vin Diesel: Wheelman,PS3,2009.0,Racing,0.12,0.14,0.0,0.05,,,
Sonic & All-Stars Racing Transformed,3DS,2012.0,Racing,0.12,0.14,0.0,0.02,,,
Driver '76,PSP,2007.0,Racing,0.03,0.14,0.0,0.07,57.0,7.9,M
The Crew,X360,2014.0,Racing,0.06,0.14,0.0,0.02,,6.4,T
SBK Superbike World Championship,X360,2008.0,Racing,0.06,0.14,0.0,0.01,63.0,8,E10+
WRC: FIA World Rally Championship,PS3,,Racing,0.0,0.14,0.01,0.04,68.0,4.5,
Excitebike 64,N64,2000.0,Racing,0.65,0.15,0.19,0.01,,,
Ridge Racer 3D,3DS,2011.0,Racing,0.19,0.15,0.12,0.03,75.0,7.2,E
Dreamworks Madagascar Kartz,Wii,2009.0,Racing,0.29,0.15,0.0,0.05,,tbd,E
WipEout Pulse,PS2,2009.0,Racing,0.0,0.15,0.0,0.33,,,
Cars 2,X360,2011.0,Racing,0.28,0.15,0.0,0.05,,,
MX vs. ATV: Alive,PS3,2011.0,Racing,0.24,0.15,0.0,0.07,61.0,6.7,E
18 Wheeler: American Pro Trucker,PS2,2001.0,Racing,0.2,0.15,0.0,0.05,61.0,5.7,E
Hot Wheels: Beat That!,PS2,2007.0,Racing,0.2,0.15,0.0,0.05,,tbd,E
